Food Name,Portion Size,Calories (kcal)
"Sea cucumber, yane (Alaska Native)",N/A,56
"Sea lion, Steller, fat (Alaska Native)",N/A,850
"Sea lion, Steller, heart (Alaska Native)",N/A,426
"Sea lion, Steller, kidney (Alaska Native)",N/A,93
"Sea lion, Steller, liver (Alaska Native)",N/A,572
"Sea lion, Steller, meat (Alaska Native)",N/A,120
"Sea lion, Steller, meat with fat (Alaska Native)",N/A,1010
"Seal, bearded (Oogruk), meat, raw (Alaska Native)",N/A,110
"Seal, ringed, liver (Alaska Native)",N/A,116
"Seal, ringed, meat (Alaska Native)",N/A,596
"Seaweed, agar, raw",N/A,109
"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",N/A,259
"Seaweed, irishmoss, raw",N/A,49
"Seaweed, kelp, raw",N/A,180
"Seaweed, laver, raw",N/A,35
"Seaweed, spirulina, raw",N/A,109
"Seaweed, wakame, raw",N/A,188
"Seeds, breadfruit seeds, raw",N/A,799
"Seeds, breadnut tree seeds, raw",N/A,908
"Seeds, chia seeds, dried",N/A,2030
"Seeds, cottonseed kernels, roasted (glandless)",N/A,2120
"Seeds, flaxseed",N/A,534
"Seeds, hemp seed, hulled",N/A,2310
"Seeds, lotus seeds, raw",N/A,372
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",N/A,1870
"Seeds, safflower seed kernels, dried",N/A,2160
"Seeds, sesame seeds, whole, dried",N/A,2400
"Seeds, sisymbrium sp. seeds, whole, dried",N/A,1330
"Seeds, sunflower seed kernels, dried",N/A,2440
"Seeds, watermelon seed kernels, dried",N/A,2330
"Sesbania flower, raw",N/A,113
"Shallots, raw",N/A,72
Sorghum grain,N/A,1380
"Sourdock, young leaves (Alaska Native)",N/A,42
"Soursop, raw",N/A,276
"Soybeans, green, raw",N/A,147
"Soybeans, mature seeds, sprouted, raw",N/A,510
"Spearmint, fresh",N/A,44
"Spelt, cooked",N/A,530
"Spelt, uncooked",N/A,338
"Spices, allspice, ground",N/A,263
"Spices, anise seed",N/A,337
"Spices, basil, dried",N/A,233
"Spices, bay leaf",N/A,1310
"Spices, caraway seed",N/A,333
"Spices, cardamom",N/A,311
"Spices, celery seed",N/A,392
"Spices, chervil, dried",N/A,237
"Spices, cinnamon, ground",N/A,1040
"Spices, cloves, ground",N/A,274
"Spices, coriander leaf, dried",N/A,279
"Spices, coriander seed",N/A,298
"Spices, cumin seed",N/A,375
"Spices, dill seed",N/A,305
"Spices, dill weed, dried",N/A,1060
"Spices, fennel seed",N/A,345
"Spices, fenugreek seed",N/A,1350
"Spices, garlic powder",N/A,1390
"Spices, ginger, ground",N/A,1400
"Spices, mace, ground",N/A,475
"Spices, marjoram, dried",N/A,271
"Spices, mustard seed, ground",N/A,2130
"Spices, nutmeg, ground",N/A,525
"Spices, onion powder",N/A,341
"Spices, oregano, dried",N/A,265
"Spices, paprika",N/A,282
"Spices, parsley, dried",N/A,1220
"Spices, pepper, black",N/A,251
"Spices, pepper, red or cayenne",N/A,318
"Spices, pepper, white",N/A,296
"Spices, poppy seed",N/A,2200
"Spices, rosemary, dried",N/A,1390
"Spices, saffron",N/A,1300
"Spices, sage, ground",N/A,315
"Spices, savory, ground",N/A,1140
"Spices, tarragon, dried",N/A,1240
"Spices, thyme, dried",N/A,276
"Spices, turmeric, ground",N/A,312
"Spinach, raw",N/A,23
"Squab, (pigeon), meat and skin, raw",N/A,1230
"Squash, summer, all varieties, raw",N/A,16
"Squash, summer, crookneck and straightneck, raw",N/A,19
"Squash, summer, scallop, raw",N/A,75
"Squash, winter, acorn, raw",N/A,167
"Squash, winter, all varieties, raw",N/A,34
"Squash, winter, butternut, raw",N/A,188
"Squash, winter, hubbard, raw",N/A,40
"Squash, winter, spaghetti, raw",N/A,130
"Squash, zucchini, baby, raw",N/A,88
"Squirrel, ground, meat (Alaska Native)",N/A,466
"Strawberries, raw",N/A,32
"Sugar-apples, (sweetsop), raw",N/A,393
"Sweet potato leaves, raw",N/A,175
"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",N/A,359
"Tamarinds, raw",N/A,1000
"Tangerines, (mandarin oranges), raw",N/A,53
"Taro leaves, raw",N/A,177
"Taro shoots, raw",N/A,46
"Taro, raw",N/A,469
"Taro, tahitian, raw",N/A,184
"Teff, cooked",N/A,422
"Teff, uncooked",N/A,1540
"Thyme, fresh",N/A,423
"Tomatillos, raw",N/A,32
"Tomatoes, grape, raw",N/A,27
"Tomatoes, green, raw",N/A,23
"Tomatoes, orange, raw",N/A,67
"Tomatoes, red, ripe, raw, year round average",N/A,18
"Tomatoes, yellow, raw",N/A,63
Triticale,N/A,1410
"Turnip greens, raw",N/A,32
"Turnips, raw",N/A,117
"Veal, breast, plate half, boneless, separable lean and fat, cooked, braised",N/A,1180
"Veal, breast, point half, boneless, separable lean and fat, cooked, braised",N/A,1040
"Veal, breast, separable fat, cooked",N/A,2180
"Veal, breast, whole, boneless, separable lean and fat, cooked, braised",N/A,1110
"Veal, breast, whole, boneless, separable lean and fat, raw",N/A,870
"Veal, breast, whole, boneless, separable lean only, cooked, braised",N/A,912
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",N/A,602
"Veal, shank (fore and hind), separable lean and fat, cooked, braised",N/A,799
"Veal, shank (fore and hind), separable lean and fat, raw",N/A,113
"Veal, shank (fore and hind), separable lean only, cooked, braised",N/A,741
"Veal, shank (fore and hind), separable lean only, raw",N/A,452
"Vinespinach, (basella), raw",N/A,79
"Walrus, liver, raw (Alaska Native)",N/A,523
"Walrus, meat and subcutaneous fat raw (Alaska Native)",N/A,282
"Walrus, meat, dried (Alaska Native)",N/A,1050
"Walrus, meat, raw (Alaska Native)",N/A,833
"Wasabi, root, raw",N/A,109
"Water convolvulus,raw",N/A,80
"Waterchestnuts, chinese, (matai), raw",N/A,97
"Watercress, raw",N/A,11
"Watermelon, raw",N/A,30
"Waxgourd, (chinese preserving melon), raw",N/A,54
"Whale, beluga, eyes (Alaska Native)",N/A,1220
"Whale, beluga, flipper, raw (Alaska Native)",N/A,271
"Whale, beluga, liver, raw (Alaska Native)",N/A,488
"Whale, beluga, meat, dried (Alaska Native)",N/A,1370
"Whale, beluga, meat, raw (Alaska Native)",N/A,462
"Whale, bowhead, skin and subcutaneous fat (muktuk) (Alaska Native)",N/A,465
"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",N/A,3640
"Wheat, durum",N/A,1420
"Wheat, hard red spring",N/A,1380
"Wheat, hard red winter",N/A,1370
"Wheat, hard white",N/A,1430
"Wheat, KAMUT khorasan, cooked",N/A,552
"Wheat, KAMUT khorasan, uncooked",N/A,337
"Wheat, soft red winter",N/A,1380
"Wheat, soft white",N/A,1420
"Wild rice, raw",N/A,1490
"Willow, leaves in oil (Alaska Native)",N/A,2480
"Willow, young leaves, chopped (Alaska Native)",N/A,122
"Winged bean leaves, raw",N/A,310
"Winged bean tuber, raw",N/A,619
"Winged beans, immature seeds, raw",N/A,205
"Winged beans, mature seeds, raw",N/A,1710
"Wocas, dried seeds, Oregon, yellow pond lily (Klamath)",N/A,361
"Wocas, tuber, cooked, Oregon, yellow pond lily (Klamath)",N/A,34
"Yam, raw",N/A,118
"Yambean (jicama), raw",N/A,38
"Yardlong bean, raw",N/A,197
"Yardlong beans, mature seeds, raw",N/A,1450
"Yautia (tannier), raw",N/A,411
Abalone,N/A,177
"Acerola juice, raw",N/A,96
Acorn stew (Apache),N/A,399
"Adobo, with noodles",N/A,172
"Adobo, with rice",N/A,181
Agave liquid sweetener,N/A,310
"Agave, cooked (Southwest)",N/A,135
"Agave, dried (Southwest)",N/A,1430
"Agave, raw (Southwest)",N/A,286
"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",N/A,470
"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",N/A,1480
"Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native)",N/A,1080
"Alcoholic beverage, beer, light",N/A,29
"Alcoholic beverage, beer, light, BUD LIGHT",N/A,123
"Alcoholic beverage, beer, light, BUDWEISER SELECT",N/A,28
"Alcoholic beverage, beer, light, higher alcohol",N/A,191
"Alcoholic beverage, beer, light, low carb",N/A,112
"Alcoholic beverage, beer, regular, all",N/A,181
"Alcoholic beverage, beer, regular, BUDWEISER",N/A,41
"Alcoholic beverage, creme de menthe, 72 proof",N/A,1550
"Alcoholic beverage, daiquiri, canned",N/A,523
"Alcoholic beverage, daiquiri, prepared-from-recipe",N/A,777
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof",N/A,1230
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",N/A,967
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof",N/A,250
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",N/A,263
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof",N/A,1150
"Alcoholic beverage, distilled, rum, 80 proof",N/A,967
"Alcoholic beverage, distilled, vodka, 80 proof",N/A,231
"Alcoholic beverage, distilled, whiskey, 86 proof",N/A,250
"Alcoholic beverage, liqueur, coffee with cream, 34 proof",N/A,327
"Alcoholic beverage, liqueur, coffee, 53 proof",N/A,336
"Alcoholic beverage, liqueur, coffee, 63 proof",N/A,1290
"Alcoholic beverage, malt beer, hard lemonade",N/A,284
"Alcoholic beverage, pina colada, canned",N/A,992
"Alcoholic beverage, pina colada, prepared-from-recipe",N/A,174
"Alcoholic beverage, rice (sake)",N/A,134
"Alcoholic beverage, tequila sunrise, canned",N/A,460
"Alcoholic beverage, whiskey sour",N/A,623
"Alcoholic beverage, whiskey sour, canned",N/A,498
"Alcoholic beverage, whiskey sour, prepared from item 14028",N/A,638
"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",N/A,684
"Alcoholic beverage, wine, cooking",N/A,209
"Alcoholic beverage, wine, dessert, dry",N/A,638
"Alcoholic beverage, wine, dessert, sweet",N/A,671
"Alcoholic beverage, wine, light",N/A,206
"Alcoholic beverage, wine, table, all",N/A,83
"Alcoholic beverage, wine, table, red",N/A,356
"Alcoholic Beverage, wine, table, red, Barbera",N/A,355
"Alcoholic Beverage, wine, table, red, Burgundy",N/A,360
"Alcoholic Beverage, wine, table, red, Cabernet Franc",N/A,83
"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",N/A,347
"Alcoholic Beverage, wine, table, red, Carignane",N/A,74
"Alcoholic Beverage, wine, table, red, Claret",N/A,83
"Alcoholic Beverage, wine, table, red, Gamay",N/A,78
"Alcoholic Beverage, wine, table, red, Lemberger",N/A,80
"Alcoholic Beverage, wine, table, red, Merlot",N/A,348
"Alcoholic Beverage, wine, table, red, Mouvedre",N/A,369
"Alcoholic Beverage, wine, table, red, Petite Sirah",N/A,356
"Alcoholic Beverage, wine, table, red, Pinot Noir",N/A,341
"Alcoholic Beverage, wine, table, red, Sangiovese",N/A,359
"Alcoholic Beverage, wine, table, red, Syrah",N/A,83
"Alcoholic Beverage, wine, table, red, Zinfandel",N/A,88
"Alcoholic beverage, wine, table, white",N/A,342
"Alcoholic beverage, wine, table, white, Chardonnay",N/A,351
"Alcoholic beverage, wine, table, white, Chenin Blanc",N/A,80
"Alcoholic beverage, wine, table, white, Fume Blanc",N/A,343
"Alcoholic beverage, wine, table, white, Gewurztraminer",N/A,81
"Alcoholic beverage, wine, table, white, late harvest",N/A,112
"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",N/A,451
"Alcoholic beverage, wine, table, white, Muller Thurgau",N/A,76
"Alcoholic beverage, wine, table, white, Muscat",N/A,82
"Alcoholic beverage, wine, table, white, Pinot Blanc",N/A,340
"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",N/A,346
"Alcoholic beverage, wine, table, white, Riesling",N/A,80
"Alcoholic beverage, wine, table, white, Sauvignon Blanc",N/A,340
"Alcoholic beverage, wine, table, white, Semillon",N/A,344
"Alcoholic beverages, beer, higher alcohol",N/A,58
"Alcoholic beverages, wine, rose",N/A,348
Alcoholic coffee drink,N/A,88
Alcoholic malt beverage,N/A,58
"Alcoholic malt beverage, sweetened",N/A,68
"Alfalfa sprouts, raw",N/A,23
Alfredo sauce,N/A,150
Alfredo sauce with added vegetables,N/A,122
Alfredo sauce with meat,N/A,171
Alfredo sauce with meat and added vegetables,N/A,148
Alfredo sauce with poultry,N/A,156
Alfredo sauce with poultry and added vegetables,N/A,133
Alfredo sauce with seafood,N/A,145
Alfredo sauce with seafood and added vegetables,N/A,122
Almond butter,N/A,641
"Almond butter and jelly sandwich, on wheat bread",N/A,372
"Almond butter and jelly sandwich, on white bread",N/A,374
"Almond butter sandwich, on wheat bread",N/A,395
"Almond butter sandwich, on white bread",N/A,397
"Almond butter, creamy",N/A,N/A
"Almond butter, lower sodium",N/A,645
Almond chicken,N/A,195
"Almond milk, chocolate",N/A,43
"Almond milk, NFS",N/A,20
"Almond milk, sweetened",N/A,30
"Almond milk, unsweetened",N/A,15
"Almond milk, unsweetened, plain, refrigerated",N/A,N/A
"Almond milk, unsweetened, plain, shelf stable",N/A,N/A
Almond oil,N/A,884
Almond paste,N/A,458
"Almonds, chocolate covered candy",N/A,560
"Almonds, flavored",N/A,599
"Almonds, honey roasted",N/A,579
"Almonds, lightly salted",N/A,604
"Almonds, NFS",N/A,598
"Almonds, salted",N/A,601
"Almonds, unroasted",N/A,626
"Almonds, unsalted",N/A,607
Aloe vera juice drink,N/A,15
"Amaranth leaves, cooked, boiled, drained, with salt",N/A,88
"Amaranth leaves, cooked, boiled, drained, without salt",N/A,88
Ambrosia,N/A,75
"Andrea's, Gluten Free Soft Dinner Roll",N/A,257
Animal fat or drippings,N/A,841
"Animal fat, bacon grease",N/A,897
Anisette toast,N/A,373
"Antipasto with ham, fish, cheese, vegetables",N/A,158
Apple cider,N/A,46
"Apple juice beverage, 40-50% juice, light",N/A,22
"Apple juice, 100%",N/A,48
"Apple juice, 100%, with calcium added",N/A,48
"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",N/A,191
"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",N/A,201
"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",N/A,46
"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",N/A,197
"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",N/A,197
"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",N/A,695
"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",N/A,695
"Apple juice, with added vitamin C, from concentrate, shelf stable",N/A,N/A
Apple pie filling,N/A,100
Apple salad with dressing,N/A,180
"Apple, baked",N/A,113
"Apple, candied",N/A,134
"Apple, dried",N/A,243
"Apple, raw",N/A,61
"APPLEBEE'S, 9 oz house sirloin steak",N/A,791
"APPLEBEE'S, chicken tenders platter",N/A,297
"APPLEBEE'S, chicken tenders, from kids' menu",N/A,1240
"APPLEBEE'S, chili",N/A,157
"APPLEBEE'S, coleslaw",N/A,120
"APPLEBEE'S, crunchy onion rings",N/A,1490
"APPLEBEE'S, Double Crunch Shrimp",N/A,1350
"APPLEBEE'S, fish, hand battered",N/A,844
"APPLEBEE'S, french fries",N/A,290
"APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu",N/A,600
"APPLEBEE'S, mozzarella sticks",N/A,316
"Apples, canned, sweetened, sliced, drained, heated",N/A,280
"Apples, dehydrated (low moisture), sulfured, stewed",N/A,310
"Apples, dehydrated (low moisture), sulfured, uncooked",N/A,1450
"Apples, dried, sulfured, stewed, with added sugar",N/A,347
"Apples, dried, sulfured, stewed, without added sugar",N/A,238
"Apples, dried, sulfured, uncooked",N/A,1020
"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",N/A,197
"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)",N/A,201
"Apples, raw, without skin, cooked, boiled",N/A,53
"Apples, raw, without skin, cooked, microwave",N/A,56
"Applesauce, canned, sweetened, with salt",N/A,318
"Applesauce, canned, sweetened, without salt",N/A,68
"Applesauce, canned, unsweetened, with added ascorbic acid",N/A,42
"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)",N/A,176
"Applesauce, flavored",N/A,75
"Applesauce, regular",N/A,75
"Applesauce, unsweetened",N/A,52
"Applesauce, unsweetened, with added vitamin C",N/A,N/A
Apricot nectar,N/A,56
"Apricot nectar, canned, with added ascorbic acid",N/A,234
"Apricot, canned",N/A,57
"Apricot, dried",N/A,241
"Apricot, raw",N/A,48
"Apricot, with skin, raw",N/A,N/A
"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids",N/A,402
"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)",N/A,205
"Apricots, canned, heavy syrup pack, with skin, solids and liquids",N/A,347
"Apricots, canned, heavy syrup pack, without skin, solids and liquids",N/A,347
"Apricots, canned, heavy syrup, drained",N/A,83
"Apricots, canned, juice pack, with skin, solids and liquids",N/A,201
"Apricots, canned, light syrup pack, with skin, solids and liquids",N/A,264
"Apricots, canned, water pack, with skin, solids and liquids",N/A,113
"Apricots, canned, water pack, without skin, solids and liquids",N/A,92
"Apricots, dehydrated (low-moisture), sulfured, stewed",N/A,527
"Apricots, dehydrated (low-moisture), sulfured, uncooked",N/A,1340
"Apricots, dried, sulfured, stewed, with added sugar",N/A,473
"Apricots, dried, sulfured, stewed, without added sugar",N/A,357
"Apricots, dried, sulfured, uncooked",N/A,241
"Apricots, frozen, sweetened",N/A,410
"ARBY'S, roast beef sandwich, classic",N/A,1010
"Archway Home Style Cookies, Chocolate Chip Ice Box",N/A,2080
"Archway Home Style Cookies, Coconut Macaroon",N/A,1920
"Archway Home Style Cookies, Date Filled Oatmeal",N/A,400
"Archway Home Style Cookies, Dutch Cocoa",N/A,1800
"Archway Home Style Cookies, Frosty Lemon",N/A,1800
"Archway Home Style Cookies, Iced Molasses",N/A,420
"Archway Home Style Cookies, Iced Oatmeal",N/A,1820
"Archway Home Style Cookies, Molasses",N/A,403
"Archway Home Style Cookies, Oatmeal",N/A,1760
"Archway Home Style Cookies, Oatmeal Raisin",N/A,406
"Archway Home Style Cookies, Old Fashioned Molasses",N/A,1700
"Archway Home Style Cookies, Old Fashioned Windmill Cookies",N/A,468
"Archway Home Style Cookies, Peanut Butter",N/A,2010
"Archway Home Style Cookies, Raspberry Filled",N/A,1680
"Archway Home Style Cookies, Reduced Fat Ginger Snaps",N/A,1770
"Archway Home Style Cookies, Strawberry Filled",N/A,400
"Archway Home Style Cookies, Sugar Free Oatmeal",N/A,1850
Arepa Dominicana,N/A,267
Armadillo,N/A,159
"Arrowhead, cooked, boiled, drained, with salt",N/A,326
"Arrowhead, cooked, boiled, drained, without salt",N/A,326
Arrowroot flour,N/A,1490
Artichoke,N/A,53
Artichoke dip,N/A,331
"Artichokes, (globe or french), cooked, boiled, drained, with salt",N/A,211
"Artichokes, (globe or french), cooked, boiled, drained, without salt",N/A,220
"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",N/A,45
"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",N/A,45
"Artichokes, (globe or french), frozen, unprepared",N/A,158
"Artichokes, stuffed",N/A,160
"Artificial Blueberry Muffin Mix, dry",N/A,1700
"Arugula, baby, raw",N/A,N/A
Ascidians (tunughnak) (Alaska Native),N/A,82
"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",N/A,116
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",N/A,130
"Asian stir fry vegetables, cooked, fat added",N/A,71
"Asian stir fry vegetables, cooked, no added fat",N/A,50
"Asparagus, canned, cooked with butter or margarine",N/A,38
"Asparagus, canned, cooked with oil",N/A,45
"Asparagus, canned, cooked, fat added, NS as to fat type",N/A,41
"Asparagus, canned, cooked, no added fat",N/A,19
"Asparagus, canned, drained solids",N/A,19
"Asparagus, canned, no salt added, solids and liquids",N/A,15
"Asparagus, canned, regular pack, solids and liquids",N/A,15
